	date	dateAlternative	firstAuthor	title	abstract	pubType	PMID	potentialReview	mice	human	comment
282	"[DictElement({'Year': '2017', 'Month': '10', 'Day': '16'}, attributes={'DateType': 'Electronic'})]"	2017	Llorente	Gastric acid suppression promotes alcoholic liver disease by inducing overgrowth of intestinal Enterococcus.	"Chronic liver disease is rising in western countries and liver cirrhosis is the 12th leading cause of death worldwide. Simultaneously, use of gastric acid suppressive medications is increasing. Here, we show that proton pump inhibitors promote progression of alcoholic liver disease, non-alcoholic fatty liver disease, and non-alcoholic steatohepatitis in mice by increasing numbers of intestinal Enterococcus spp. Translocating enterococci lead to hepatic inflammation and hepatocyte death. Expansion of intestinal Enterococcus faecalis is sufficient to exacerbate ethanol-induced liver disease in mice. Proton pump inhibitor use increases the risk of developing alcoholic liver disease among alcohol-dependent patients. Reduction of gastric acid secretion therefore appears to promote overgrowth of intestinal Enterococcus, which promotes liver disease, based on data from mouse models and humans. Recent increases in the use of gastric acid-suppressive medications might contribute to the increasing incidence of chronic liver disease.Proton pump inhibitors (PPIs) reduce gastric acid secretion and modulate gut microbiota composition. Here Llorente et al. show that PPIs induce bacterial overgrowth of enterococci, which, in turn, exacerbate ethanol-induced liver disease both in mice and humans."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'}), StringElement(""Research Support, U.S. Gov't, Non-P.H.S."", attributes={'UI': 'D013486'})]"	29038503	FALSE	TRUE	TRUE	
283	"[DictElement({'Year': '2017', 'Month': '03', 'Day': '03'}, attributes={'DateType': 'Electronic'})]"	2017	Fu	Remote Sensing between Liver and Intestine: Importance of Microbial Metabolites.	"Recent technological advancements including metagenomics sequencing and metabolomics have allowed the discovery of critical functions of gut microbiota in obesity, malnutrition, neurological disorders, asthma, and xenobiotic metabolism. Classification of the human gut microbiome into distinct ""enterotypes"" has been proposed to serve as a new paradigm for understanding the interplay between microbial variation and human disease phenotypes, as many organs are affected by gut microbiota modifications during the pathogenesis of diseases. Gut microbiota remotely interacts with liver and other metabolic organs of the host through various microbial metabolites that are absorbed into the systemic circulation. The present review summarizes recent literature regarding the importance of gut microbiota in modulating the physiological and pathological responses of various host organs, and describes the functions of the known microbial metabolites that are involved in this remote sensing process, with a primary focus on the gut microbiota-liver axis. Under physiological conditions, gut microbiota modulates the hepatic transcriptome, proteome, and metabolome, most notably down-regulating cytochrome P450 3a mediated xenobiotic metabolism. Gut microbiome also modulates the rhythmicity in liver gene expression, likely through microbial metabolites, such as butyrate and propionate that serve as epigenetic modifiers. Additionally, the production of host hormones such as primary bile acids and glucagon like peptide 1 is altered by gut microbiota to modify intermediary metabolism of the host. Dysregulation of gut microbiota is implicated in various liver diseases such as alcoholic liver disease, non-alcoholic steatohepatitis, liver cirrhosis, cholangitis, and liver cancer. Gut microbiota modifiers such as probiotics and prebiotics are increasingly recognized as novel therapeutic modalities for liver and other types of human diseases."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	28983453	FALSE	FALSE	TRUE	
284	"[DictElement({'Year': '2017', 'Month': '09', 'Day': '22'}, attributes={'DateType': 'Electronic'})]"	2017	Pierantonelli	"Lack of NLRP3-inflammasome leads to gut-liver axis derangement, gut dysbiosis and a worsened phenotype in a mouse model of NAFLD."	"Non-Alcoholic Fatty Liver Disease (NAFLD) represents the most common form of chronic liver injury and can progress to cirrhosis and hepatocellular carcinoma. A ""multi-hit"" theory, involving high fat diet and signals from the gut-liver axis, has been hypothesized. The role of the NLRP3-inflammasome, which senses dangerous signals, is controversial. Nlrp3<sup>-/-</sup> and wild-type mice were fed a Western-lifestyle diet with fructose in drinking water (HFHC) or a chow diet. Nlrp3<sup>-/-</sup>-HFHC showed higher hepatic expression of PPAR γ2 (that regulates lipid uptake and storage) and triglyceride content, histological score of liver injury and greater adipose tissue inflammation. In Nlrp3<sup>-/-</sup>-HFHC, dysregulation of gut immune response with impaired antimicrobial peptides expression, increased intestinal permeability and the occurrence of a dysbiotic microbiota led to bacterial translocation, associated with higher hepatic expression of TLR4 (an LPS receptor) and TLR9 (a receptor for double-stranded bacterial DNA). After antibiotic treatment, gram-negative species and bacterial translocation were reduced, and adverse effects restored both in liver and adipose tissue. In conclusion, the combination of a Western-lifestyle diet with innate immune dysfunction leads to NAFLD progression, mediated at least in part by dysbiosis and bacterial translocation, thus identifying new specific targets for NAFLD therapy."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	28939830	FALSE	TRUE	FALSE	
285	"[DictElement({'Year': '2017', 'Month': '11', 'Day': '01'}, attributes={'DateType': 'Electronic'})]"	2017	Sheng	Hepatic inflammation caused by dysregulated bile acid synthesis is reversible by butyrate supplementation.	"Dysregulated bile acid (BA) synthesis or reduced farnesoid X receptor (FXR) levels are found in patients having metabolic diseases, autoimmune hepatitis, and liver cirrhosis or cancer. The objective of this study was to establish the relationship between butyrate and dysregulated BA synthesis-induced hepatitis as well as the effect of butyrate in reversing the liver pathology. Wild-type (WT) and FXR knockout (KO) male mice were placed on a control (CD) or western diet (WD) for 15 months. In the presence or absence of butyrate supplementation, feces obtained from 15-month-old WD-fed FXR KO mice, which had severe hepatitis and liver tumors, were transplanted to 7-month-old WD-fed FXR KO for 3 months. Hepatic phenotypes, microbiota profile, and BA composition were analyzed. Butyrate-generating bacteria and colonic butyrate concentration were reduced due to FXR inactivation and further reduced by WD intake. In addition, WD-fed FXR KO male mice had the highest concentration of hepatic β-muricholic acid (β-MCA) and bacteria-generated deoxycholic acid (DCA) accompanied by serious hepatitis. Moreover, dysregulated BA and reduced SCFA signaling co-existed in both human liver cancers and WD-fed FXR KO mice. Microbiota transplantation using butyrate-deficient feces derived from 15-month-old WD-fed FXR KO mice increased hepatic lymphocyte numbers as well as hepatic β-MCA and DCA concentrations. Furthermore, butyrate supplementation reduced hepatic β-MCA as well as DCA and eliminated hepatic lymphocyte infiltration. In conclusion, reduced butyrate contributes to the development of hepatitis in the FXR KO mouse model. In addition, butyrate reverses dysregulated BA synthesis and its associated hepatitis. Copyright © 2017 Pathological Society of Great Britain and Ireland. Published by John Wiley & Sons, Ltd."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'})]"	28892150	FALSE	TRUE	TRUE	
286	[]	2017	Cassard	"Microbiota, Liver Diseases, and Alcohol."	"Being overweight and obesity are the leading causes of liver disease in Western countries. Liver damage induced by being overweight can range from steatosis, harmless in its simple form, to steatohepatitis, fibrosis, cirrhosis, and hepatocellular carcinoma. Alcohol consumption is an additional major cause of liver disease. Not all individuals who are overweight or excessively consume alcohol develop nonalcoholic fatty liver diseases (NAFLD) or alcoholic liver disease (ALD) and advanced liver disease. The role of the intestinal microbiota (IM) in the susceptibility to liver disease in this context has been the subject of recent studies. ALD and NAFLD appear to be influenced by the composition of the IM, and dysbiosis is associated with ALD and NAFLD in rodent models and human patient cohorts. Several microbial metabolites, such as short-chain fatty acids and bile acids, are specifically associated with dysbiosis. Recent studies have highlighted the causal role of the IM in the development of liver diseases, and the use of probiotics or prebiotics improves some parameters associated with liver disease. Several studies have made progress in deciphering the mechanisms associated with the modulation of the IM. These data have demonstrated the intimate relationship between the IM and metabolic liver disease, suggesting that targeting the gut microbiota could be a new preventive or therapeutic strategy for these diseases."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	28840806	FALSE	FALSE	TRUE	
287	"[DictElement({'Year': '2017', 'Month': '08', 'Day': '19'}, attributes={'DateType': 'Electronic'})]"	2017	Gómez	"Clinical, epidemiological and microbiological characteristics of relapse and re-infection in Clostridium difficile infection."	"Recurrent diarrhea is a common complication of Clostridium difficile infection (CDI). Recurrent CDI (r-CDI) may be produced by the persistence of spores (relapse) or by the acquisition of a new strain (reinfection). In this study, we analyze epidemiological, clinical, microbiological and laboratory data from patients with r-CDI, relapse, and reinfection-CDI over 5 years and compared with a control group (non r-CDI). Among 60 patients with r-CDI, 36 patients had stool samples collected from two or more episodes, which were molecularly analyzed. Based on ribotyping, 63.9% of the samples were relapse, and 36.1% reinfection. In a multivariable logistic regression analysis, previous antibiotic exposure was found to be a risk factor for r-CDI (OR: 2.23; 95% CI: 1.0-4.9; p = 0.04). Patients with relapse had previous antibiotic exposure more frequently than did patients with reinfection (p = 0.03), and patients with reinfection suffered more frequently from chronic liver disease (p = 0.02) than did relapse patients. Relapse patients compared with the control group had a higher percentage of previous antibiotic exposure, although the difference was statistically no significant (73.9% vs. 91.3 p = 0.06). No significant differences for the selected variables were observed between the reinfection and control groups, although we observed a higher percentage of patients with chronic liver disease (30.8% vs 13.3%; p = 0.08). All isolates were sensitive to metronidazole and vancomycin. No significant differences in antibiotic susceptibility were found between the different groups. Sporulation and germination frequency of r-CDI were higher than non r-CDI (p = 0.02 and p < 0.01, respectively). Nevertheless, there were statistically not significant differences between the relapse and reinfection groups. Both frequencies were compared between the first and second episode of CDI for the relapse and reinfection groups, but differences were not observed to be statistically significant. In conclusion, our study showed that the recurrence of CDI was associated with antibiotic use and sporulation/germination frequency, regardless of relapse or reinfection. The use of antibiotics would produce a dysbiosis and favor the persistence of the C. difficile spores and relapse. A possible alteration of the intestinal microbiota and the bile salts produced by chronic liver disease could favor reinfection."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	28830842	FALSE	FALSE	TRUE	
288	"[DictElement({'Year': '2017', 'Month': '07', 'Day': '12'}, attributes={'DateType': 'Electronic'})]"	2017	Jena	Western Diet-Induced Dysbiosis in Farnesoid X Receptor Knockout Mice Causes Persistent Hepatic Inflammation after Antibiotic Treatment.	"Patients who have liver cirrhosis and liver cancer also have reduced farnesoid X receptor (FXR). The current study analyzes the effect of diet through microbiota that affect hepatic inflammation in FXR knockout (KO) mice. Wild-type and FXR KO mice were on a control (CD) or Western diet (WD) for 10 months. In addition, both CD- and WD-fed FXR KO male mice, which had hepatic lymphocyte and neutrophil infiltration, were treated by vancomycin, polymyxin B, and Abx (ampicillin, neomycin, metronidazole, and vancomycin). Mice were subjected to morphological analysis as well as gut microbiota and bile acid profiling. Male WD-fed FXR KO mice had the most severe steatohepatitis. FXR KO also had reduced Firmicutes and increased Proteobacteria, which could be reversed by Abx. In addition, Abx eliminated hepatic neutrophils and lymphocytes in CD-fed, but not WD-fed, FXR KO mice. Proteobacteria and Bacteroidetes persisted in WD-fed FXR KO mice even after Abx treatment. Only polymyxin B could reduce hepatic lymphocytes in WD-fed FXR KO mice. The reduced hepatic inflammation by antibiotics was accompanied by decreased free and conjugated secondary bile acids as well as changes in gut microbiota. Our data revealed that Lactococcus, Lactobacillus, and Coprococcus protect the liver from inflammation."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	28711154	FALSE	TRUE	TRUE	
289	"[DictElement({'Year': '2017', 'Month': '06', 'Day': '12'}, attributes={'DateType': 'Electronic'})]"	2017	Giles	Thermoneutral housing exacerbates nonalcoholic fatty liver disease in mice and allows for sex-independent disease modeling.	"Nonalcoholic fatty liver disease (NAFLD), a common prelude to cirrhosis and hepatocellular carcinoma, is the most common chronic liver disease worldwide. Defining the molecular mechanisms underlying the pathogenesis of NAFLD has been hampered by a lack of animal models that closely recapitulate the severe end of the disease spectrum in humans, including bridging hepatic fibrosis. Here we demonstrate that a novel experimental model employing thermoneutral housing, as opposed to standard housing, resulted in lower stress-driven production of corticosterone, augmented mouse proinflammatory immune responses and markedly exacerbated high-fat diet (HFD)-induced NAFLD pathogenesis. Disease exacerbation at thermoneutrality was conserved across multiple mouse strains and was associated with augmented intestinal permeability, an altered microbiome and activation of inflammatory pathways that are associated with the disease in humans. Depletion of Gram-negative microbiota, hematopoietic cell deletion of Toll-like receptor 4 (TLR4) and inactivation of the IL-17 axis resulted in altered immune responsiveness and protection from thermoneutral-housing-driven NAFLD amplification. Finally, female mice, typically resistant to HFD-induced obesity and NAFLD, develop full disease characteristics at thermoneutrality. Thus, thermoneutral housing provides a sex-independent model of exacerbated NAFLD in mice and represents a novel approach for interrogation of the cellular and molecular mechanisms underlying disease pathogenesis."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	28604704	FALSE	TRUE	TRUE	
290	"[DictElement({'Year': '2017', 'Month': '06', 'Day': '12'}, attributes={'DateType': 'Electronic'})]"	2017	Pant	Oxidative stress plays a key role in butyrate-mediated autophagy via Akt/mTOR pathway in hepatoma cells.	"Hepatocellular Carcinoma (HCC) is one of the most aggressive forms of cancer, responsible for a number of deaths in humans. Butyrate, one of the short chain fatty acids produced by the gut microbiota during anaerobic fermentation, was shown to be beneficial for inhibiting cancer growth. In this study, we showed that sodium butyrate induced autophagy via reactive oxygen species (ROS) in hepatoma cells. Butyrate (0-6 mM) incubation significantly increased intracellular ROS levels (45.2% compared to control), which in turn inhibited phosphorylation of akt and mTOR, leading to the upregulation of autophagic proteins, such as beclin 1, ATG 5, LC3-II, followed by the increased autophagosome formation (34.4% compared to control cells). Addition of a known antioxidant, N-acetyl cysteine (NAC), reversed these butyrate-induced ROS and autophagy. It was also found that butyrate-induced ROS enhanced MAPK activation, which was inhibited by NAC. In conclusion, our data showed that butyrate induced ROS, which in turn induced autophagy via inhibition of akt/mTOR pathway. Hence, butyrate could be considered as a potential candidate for HCC treatment."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	28600122	FALSE	FALSE	TRUE	
291	"[DictElement({'Year': '2017', 'Month': '05', 'Day': '26'}, attributes={'DateType': 'Electronic'})]"	2018	Arab	"Gut-liver axis, cirrhosis and portal hypertension: the chicken and the egg."	"The term gut-liver axis is used to highlight the close anatomical and functional relationship between the intestine and the liver. The intestine has a highly specialized epithelial membrane which regulates transport across the mucosa. Due to dysbiosis, impairment of the intestinal barrier and altered immunity status, bacterial products can reach the liver through the portal vein, where they are recognized by specific receptors, activate the immune system and lead to a proinflammatory response. Gut microbiota and bacterial translocation play an important role in the pathogenesis of chronic liver diseases, including alcoholic and non-alcoholic fatty liver disease, cirrhosis, and its complications, such as portal hypertension, spontaneous bacterial peritonitis and hepatic encephalopaty. The gut microbiota also plays a critical role as a modulator of bile acid metabolism which can also influence intestinal permeability and portal hypertension through the farnesoid-X receptor. On the other hand, cirrhosis and portal hypertension affect the microbiota and increase translocation, leading to a ""chicken and egg"" situation, where translocation increases portal pressure, and vice versa. A myriad of therapies targeting gut microbiota have been evaluated specifically in patients with chronic liver disease. Further studies targeting intestinal microbiota and its possible hemodynamic and metabolic effects are needed. This review summarizes the current knowledge about the role of gut microbiota in the pathogenesis of chronic liver diseases and portal hypertension."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	28550391	FALSE	FALSE	TRUE	
292	[]	2018	Metrakos	Non-alcoholic fatty liver disease--a chronic disease of the 21<sup>st</sup> century.	"Non-alcoholic fatty liver disease (NAFLD) comprises a spectrum of metabolic states ranging from simple steatosis to inflammation with associated fibrosis to cirrhosis. Though accumulation of hepatic fat is not associated with a significant increase in mortality rates, hepatic inflammation is, as this augments the risk of terminal liver disease, i.e., cirrhosis, hepatic decompensation (liver failure) and/or hepatocellular carcinoma. Disease progression is usually slow, over a decade or more and, for the most part, remains asymptomatic. Recent estimates suggest that the global prevalence of NAFLD is high, about one in four. In most cases, NAFLD overlaps with overweight, obesity, cardiovascular disease and the metabolic syndrome with numerous contributing parameters including a dysregulation of adipose tissue, insulin resistance, type 2 diabetes, changes in the gut microbiome, neuronal and hormonal dysregulation and metabolic stress. NAFLD is diagnosed incidentally, despite its high prevalence. Non-invasive imaging techniques have emerged, making it possible to determine degree of steatosis as well asfibrosis. Despite this, the benefit of routine diagnostics remains uncertain. A better understanding of the (molecular) pathogenesis of NAFLD is needed combined with long-term studies where benefits of treatment can be assessed to determine cost-benefit ratios. This review summarizes the current state of knowledge and possible areas of treatment."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	28550272	FALSE	FALSE	FALSE	
293	"[DictElement({'Year': '2017', 'Month': '05', 'Day': '11'}, attributes={'DateType': 'Electronic'})]"	2017	Sheng	Gender Differences in Bile Acids and Microbiota in Relationship with Gender Dissimilarity in Steatosis Induced by Diet and FXR Inactivation.	"This study aims to uncover how specific bacteria and bile acids (BAs) contribute to steatosis induced by diet and farnesoid X receptor (FXR) deficiency in both genders. A control diet (CD) and Western diet (WD), which contains high fat and carbohydrate, were used to feed wild type (WT) and FXR knockout (KO) mice followed by phenotyping characterization as well as BA and microbiota profiling. Our data revealed that male WD-fed FXR KO mice had the most severe steatosis and highest hepatic and serum lipids as well as insulin resistance among the eight studied groups. Gender differences in WD-induced steatosis, insulin sensitivity, and predicted microbiota functions were all FXR-dependent. FXR deficiency enriched Desulfovibrionaceae, Deferribacteraceae, and Helicobacteraceae, which were accompanied by increased hepatic taurine-conjugated cholic acid and β-muricholic acid as well as hepatic and serum lipids. Additionally, distinct microbiota profiles were found in WD-fed WT mice harboring simple steatosis and CD-fed FXR KO mice, in which the steatosis had a potential to develop into liver cancer. Together, the presented data revealed FXR-dependent concomitant relationships between gut microbiota, BAs, and metabolic diseases in both genders. Gender differences in BAs and microbiota may account for gender dissimilarity in metabolism and metabolic diseases."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'})]"	28496104	FALSE	TRUE	FALSE	
294	"[DictElement({'Year': '2017', 'Month': '04', 'Day': '21'}, attributes={'DateType': 'Electronic'})]"	2017	Hendy	Evaluation of circulating zonulin as a potential marker in the pathogenesis of nonalcoholic fatty liver disease.	"Nonalcoholic fatty liver disease (NAFLD) is a spectrum of liver disorders ranging from simple hepatic steatosis up to nonalcoholic steatohepatitis (NASH) evolving to cirrhosis and hepatocellular carcinoma (HCC). Liver biopsy is still the gold standard modality for diagnosing and staging NAFLD. The linkage between intestinal microbiota and NAFLD, might suggest a potential role of serum zonulin in NAFLD diagnosis. To appraise the role of circulating zonulin in NAFLD pathogenesis, 56 subjects with proved NAFLD by ultrasonography and liver biopsy, as well as 20 healthy controls were tested. Liver function tests, serum glucose, fasting insulin, C peptide, lipid profile, homeostasis model assessment of insulin resistance (HOMA-IR), IL-6, and circulating zonulin were performed to all subjects. Aspartate transaminase (AST), alanine transaminase (ALT), gamma-glutamyl transferase (GGT), triglycerides, HDL-c, fasting insulin, C peptide, HOMA-IR, IL-6, and serum zonulin were higher in NAFLD group than in controls (p < 0.05), and in NASH patients than those with simple steatosis (p < 0.05). Zonulin was positively correlated with body mass index (BMI), ALT, triglycerides, fasting insulin, HOMA-IR, liver histopathology, and serum IL-6 (p < 0.05), with inverse correlation to HDL-C (p < 0.05). At cut off 8.3 pc/mL, serum zonulin was found to be of diagnostic value of NASH occurrence with 100% sensitivity and specificity (AUR = 1.000, p-value = <0.001). The increasing zonulin levels in NAFLD patients with steep rise in NASH group denotes a possible role in pathogenesis of NAFLD occurrence and progression. This could open a new avenue of implicating zonulin antagonists as targeted therapies in NAFLD prevention."	"[StringElement('Evaluation Study', attributes={'UI': 'D023362'}), StringElement('Journal Article', attributes={'UI': 'D016428'})]"	28430371	FALSE	FALSE	TRUE	
295	"[DictElement({'Year': '2017', 'Month': '05', 'Day': '18'}, attributes={'DateType': 'Electronic'})]"	2017	Cassano	Polyphenic trait promotes liver cancer in a model of epigenetic instability in mice.	"Hepatocellular carcinoma (HCC) represents the fifth-most common form of cancer worldwide and carries a high mortality rate attributed to lack of effective treatment. Males are 8 times more likely to develop HCC than females, an effect largely driven by sex hormones, albeit through still poorly understood mechanisms. We previously identified TRIM28 (tripartite protein 28), a scaffold protein capable of recruiting a number of chromatin modifiers, as a crucial mediator of sexual dimorphism in the liver. Trim28<sup>hep-/-</sup> mice display sex-specific transcriptional deregulation of a wide range of bile and steroid metabolism genes and development of liver adenomas in males. We now demonstrate that obesity and aging precipitate alterations of TRIM28-dependent transcriptional dynamics, leading to a metabolic infection state responsible for highly penetrant male-restricted hepatic carcinogenesis. Molecular analyses implicate aberrant androgen receptor stimulation, biliary acid disturbances, and altered responses to gut microbiota in the pathogenesis of Trim28<sup>hep-/-</sup> -associated HCC. Correspondingly, androgen deprivation markedly attenuates the frequency and severity of tumors, and raising animals under axenic conditions completely abrogates their abnormal phenotype, even upon high-fat diet challenge. This work underpins how discrete polyphenic traits in epigenetically metastable conditions can contribute to a cancer-prone state and more broadly provides new evidence linking hormonal imbalances, metabolic disturbances, gut microbiota, and cancer. (Hepatology 2017;66:235-251)."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	28370258	FALSE	TRUE	FALSE	
296	"[DictElement({'Year': '2017', 'Month': '03', 'Day': '27'}, attributes={'DateType': 'Electronic'})]"	2017	Xie	Sex-dependent effects on gut microbiota regulate hepatic carcinogenic outcomes.	"Emerging evidence points to a strong association between sex and gut microbiota, bile acids (BAs), and gastrointestinal cancers. Here, we investigated the mechanistic link between microbiota and hepatocellular carcinogenesis using a streptozotocin-high fat diet (STZ-HFD) induced nonalcoholic steatohepatitis-hepatocellular carcinoma (NASH-HCC) murine model and compared results for both sexes. STZ-HFD feeding induced a much higher incidence of HCC in male mice with substantially increased intrahepatic retention of hydrophobic BAs and decreased hepatic expression of tumor-suppressive microRNAs. Metagenomic analysis showed differences in gut microbiota involved in BA metabolism between normal male and female mice, and such differences were amplified when mice of both sexes were exposed to STZ-HFD. Treating STZ-HFD male mice with 2% cholestyramine led to significant improvement of hepatic BA retention, tumor-suppressive microRNA expressions, microbial gut communities, and prevention of HCC. Additionally the sex-dependent differences in BA profiles in the murine model can be correlated to the differential BA profiles between men and women during the development of HCC. These results uncover distinct male and female profiles for gut microbiota, BAs, and microRNAs that may contribute to sex-based disparity in liver carcinogenesis, and suggest new possibilities for preventing and controlling human obesity-related gastrointestinal cancers that often exhibit sex differences."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	28345673	FALSE	TRUE	TRUE	
297	"[DictElement({'Year': '2017', 'Month': '03', 'Day': '07'}, attributes={'DateType': 'Electronic'})]"	2017	Pant	Butyrate induces ROS-mediated apoptosis by modulating miR-22/SIRT-1 pathway in hepatic cancer cells.	"Butyrate is one of the short chain fatty acids, produced by the gut microbiota during anaerobic fermentation of dietary fibres. It has been shown that it can inhibit tumor progression via suppressing histone deacetylase and can induce apoptosis in cancer cells. However, the comprehensive pathway by which butyrate mediates apoptosis and growth arrest in cancer cells still remains unclear. In this study, the role of miR-22 in butyrate-mediated ROS release and induction of apoptosis was determined in hepatic cells. Intracellular expression of miR-22 was increased when the Huh 7 cells were incubated with sodium butyrate. Over-expression of miR-22 or addition of sodium butyrate inhibited SIRT-1 expression and enhanced the ROS production. Incubation of cells with anti-miR-22 reversed the effects of butyrate. Butyrate induced apoptosis via ROS production, cytochrome c release and activation of caspase-3, whereas addition of N-acetyl cysteine or anti-miR-22 reversed these butyrate-induced effects. Furthermore, sodium butyrate inhibited cell growth and proliferation, whereas anti-miR-22 inhibited these butyrate-mediated changes. The expression of PTEN and gsk-3 was found to be increased while p-akt and β-catenin expression was decreased significantly by butyrate. These data showed that butyrate modulated both apoptosis and proliferation via miR-22 expression in hepatic cells."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	28288414	FALSE	FALSE	FALSE	
298	"[DictElement({'Year': '2017', 'Month': '02', 'Day': '15'}, attributes={'DateType': 'Electronic'})]"	2017	Loo	Gut Microbiota Promotes Obesity-Associated Liver Cancer through PGE<sub>2</sub>-Mediated Suppression of Antitumor Immunity.	"Obesity increases the risk of cancers, including hepatocellular carcinomas (HCC). However, the precise molecular mechanisms through which obesity promotes HCC development are still unclear. Recent studies have shown that gut microbiota may influence liver diseases by transferring its metabolites and components. Here, we show that the hepatic translocation of obesity-induced lipoteichoic acid (LTA), a Gram-positive gut microbial component, promotes HCC development by creating a tumor-promoting microenvironment. LTA enhances the senescence-associated secretory phenotype (SASP) of hepatic stellate cells (HSC) collaboratively with an obesity-induced gut microbial metabolite, deoxycholic acid, to upregulate the expression of SASP factors and COX2 through Toll-like receptor 2. Interestingly, COX2-mediated prostaglandin E<sub>2</sub> (PGE<sub>2</sub>) production suppresses the antitumor immunity through a PTGER4 receptor, thereby contributing to HCC progression. Moreover, COX2 overexpression and excess PGE<sub>2</sub> production were detected in HSCs in human HCCs with noncirrhotic, nonalcoholic steatohepatitis (NASH), indicating that a similar mechanism could function in humans.<b>Significance:</b> We showed the importance of the gut-liver axis in obesity-associated HCC. The gut microbiota-driven COX2 pathway produced the lipid mediator PGE<sub>2</sub> in senescent HSCs in the tumor microenvironment, which plays a pivotal role in suppressing antitumor immunity, suggesting that PGE<sub>2</sub> and its receptor may be novel therapeutic targets for noncirrhotic NASH-associated HCC. <i>Cancer Discov; 7(5); 522-38. ©2017 AACR.</i><i>This article is highlighted in the In This Issue feature, p. 443</i>."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	28202625	FALSE	FALSE	TRUE	
299	[]	2016	Marlicz	The effect of short term treatment with probiotic VSL#3 on various clinical and biochemical parameters in patients with liver cirrhosis.	"The evidence is mounting that alterations of innate immunity and gut microbiota contribute to chronic liver disease and its complications. Modulation of intestinal microbiota is an emerging therapeutic strategy in hepatology. Probiotics through modulation of intestinal milieu have the potential to affect the course of liver disease. The data concerning the influence of probiotics on various plasma molecules and compounds involved in the pathogenesis of hyperdynamic circulatory state in liver cirrhosis is still not confluent and require further evaluation. In our study twenty patients with compensated and decompensated liver cirrhosis and ten healthy controls received probiotic VSL#3 daily for 28 days. Plasma levels of interleukin 6 (IL-6), vascular endothelial growth factor (VEGF), plasminogen activator inhibitor (PAI), macrophage inflammatory protein 3/α (MIP-3 α/CCL20), monocyte chemotactic protein-1α (MCP-1/CCL2), human myeloperoxidase (MPO), nitric oxide (NO), prostaglandins, thromboxane (TXB<sub>2</sub>) and big-endothelin were measured at baseline, day 14 and 28 of probiotic administration. The incidence of hepatic encephalopathy was assessed with critical flicker frequency. Changes in clinical, biochemical and microbiological parameters were evaluated. The stage of liver cirrhosis correlated with an increase in plasma levels of pro-inflammatory cytokines (IL-6) and chemotactic chemokines involved in immune cell trafficking (MIP-3α/CCL20). Probiotic administration in patients with liver cirrhosis led to modulation of plasma levels of several molecules and compounds measured (MIP-3α/CCL20, NO, big-endothelin, TXB<sub>2</sub> and MPO). The grade of encephalopathy during the course of probiotic supplementation remained unaffected in both groups of patients. VSL#3 treatment was well tolerated and safe in patients with liver disease. In patients with compensated and decompensated liver cirrhosis, VSL#3 manipulates selected plasma molecules and compounds involved in hyperdynamic circulatory dysfunction. Short term VSL#3 administration affects several clinical and biochemical parameters commonly altered in liver cirrhosis."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	28195067	FALSE	FALSE	TRUE	
